#node	identifier	domain_summary_url	annotation	other_names_and_aliases
MRPL55	9606.ENSP00000403614	Mitochondrial ribosomal protein L55.	https://smart.embl.de/smart/DDvec.cgi?smart=164:Pfam_Mitoc_L55(46|161)+	128308,39S ribosomal protein L55, mitochondrial,3J9M,5OOL,5OOM,6NU2,6NU3,A0A024R3R0,A0A087X2A2,A0A0A0MST4,A0A0G2JMK5,AAH52806.1,AAQ89131.1,AAVG5835,AK056987,AL136379,AY358771,BC052806,CCDS1567,CCDS1567.1,CCDS44325,CCDS44325.1,CH471098,EAW69840.1,EAW69841.1,EAW69842.1,EAW69843.1,EAW69844.1,EAW69845.1,EAW69847.1,EAW69849.1,ENSG00000162910,ENSP00000295008,ENSP00000337342,ENSP00000337361,ENSP00000338189,ENSP00000340659,ENSP00000355692,ENSP00000355693,ENSP00000355694,ENSP00000355695,ENSP00000355696,ENSP00000355697,ENSP00000355698,ENSP00000355699,ENSP00000355700,ENSP00000355701,ENSP00000355702,ENSP00000355703,ENSP00000355705,ENSP00000355706,ENSP00000355707,ENSP00000355708,ENSP00000375739,ENSP00000375740,ENSP00000401737,ENSP00000403614,ENSP00000409966,ENSP00000479251,ENSP00000479463,ENSP00000482290,ENSP00000484813,ENST00000295008,ENST00000295008.8,ENST00000336297,ENST00000336300,ENST00000336300.9,ENST00000336520,ENST00000336520.7,ENST00000346131,ENST00000348259,ENST00000348259.9,ENST00000366731,ENST00000366731.9,ENST00000366732,ENST00000366732.5,ENST00000366733,ENST00000366733.5,ENST00000366734,ENST00000366734.5,ENST00000366735,ENST00000366735.5,ENST00000366736,ENST00000366736.5,ENST00000366737,ENST00000366738,ENST00000366738.5,ENST00000366739,ENST00000366739.5,ENST00000366740,ENST00000366740.5,ENST00000366741,ENST00000366741.5,ENST00000366742,ENST00000366742.5,ENST00000366744,ENST00000366744.5,ENST00000366745,ENST00000366746,ENST00000366746.7,ENST00000366747,ENST00000366747.7,ENST00000391866,ENST00000391867,ENST00000391867.7,ENST00000411464,ENST00000411464.3,ENST00000430433,ENST00000430433.5,ENST00000457264,ENST00000457264.5,ENST00000459783,ENST00000459783.5,ENST00000463898,ENST00000464148,ENST00000464148.2,ENST00000465268,ENST00000465268.1,ENST00000465397,ENST00000473066,ENST00000473066.5,ENST00000475832,ENST00000475832.1,ENST00000476267,ENST00000476267.1,ENST00000483159,ENST00000483159.1,ENST00000489430,ENST00000489430.1,ENST00000492170,ENST00000492170.1,ENST00000495434,ENST00000495434.1,ENST00000495899,ENST00000495899.1,ENST00000497758,ENST00000497758.1,HGNC:16686,HPA027641,L55mt,L55nt,Large subunit ribosomal protein L55,MRP-L55,MRPL55,MRPL55-201,MRPL55-202,MRPL55-203,MRPL55-204,MRPL55-205,MRPL55-206,MRPL55-207,MRPL55-208,MRPL55-209,MRPL55-210,MRPL55-211,MRPL55-212,MRPL55-213,MRPL55-214,MRPL55-215,MRPL55-216,MRPL55-217,MRPL55-218,MRPL55-219,MRPL55-220,MRPL55-221,MRPL55-222,MRPL55-223,MRPL55-224,MRPL55-225,MRPL55-226,MRPL55-227,MRPL55-228,MRPL55-229,MRPL55-230,MRPL55-231,MRPL55-232,MRPL55-233,MRPL55-234,Mitochondrial ribosomal protein L55,NM_001321284,NM_001321284.1,NM_181441,NM_181441.2,NM_181454,NM_181454.2,NM_181455,NM_181455.2,NM_181456,NM_181456.2,NM_181462,NM_181462.2,NM_181463,NM_181463.2,NM_181463.3,NM_181464,NM_181464.2,NM_181465,NM_181465.2,NP_001308213,NP_001308213.1,NP_852106,NP_852106.1,NP_852119,NP_852119.1,NP_852120,NP_852120.1,NP_852121,NP_852121.1,NP_852127,NP_852127.2,NP_852128,NP_852128.1,NP_852129,NP_852129.1,NP_852130,NP_852130.1,NX_Q7Z7F7,OMIM:611859,OTTHUMG00000037965,PRO19675,Q5TBY3,Q5TBY6,Q6UWI8,Q7Z7F7,R-HSA-392499,R-HSA-5368286,R-HSA-5368287,R-HSA-5389840,R-HSA-5419276,R-HSA-72766,RM55_HUMAN,UNQ5835/PRO19675,UPI0000048F52,UPI0000049FF6,UPI00001A8BF3,UPI0000470B2B,UPI0004620995,UPI0004620E11,UPI00053BD59C,UPI00053BD5A8,URS00008B21B6,URS00008B226B,URS00008B44A1,URS00008B4873,URS00008B49FB,URS00008B7B9E,URS00008B91A9,URS00008BA8DC,URS00008BEA16,URS0000D028B9,URS0000EBB9FB,X6R631,X6RIW1,XM_005273059,XM_005273059.3,XM_005273059.4,XM_005273061,XM_005273061.4,XM_005273061.5,XM_005273062,XM_005273062.3,XM_005273063,XM_005273063.4,XM_005273063.5,XM_011544094.2,XM_011544095,XM_011544095.2,XM_011544095.3,XM_024453282,XM_024453282.1,XP_005273116,XP_005273116.1,XP_005273118,XP_005273118.1,XP_005273119,XP_005273119.1,XP_005273120,XP_005273120.1,XP_011542396.1,XP_011542397,XP_011542397.1,XP_024309050,XP_024309050.1,XR_002959480,XR_002959480.1,XR_002959481,XR_002959481.1,XR_002959482,XR_002959482.1,hsa:128308,mitochondrial ribosomal protein L55,uc001hrz.5,uc001hsa.5
MRPL57	9606.ENSP00000310726	Mitochondrial ribosomal protein L57; Belongs to the mitochondrion-specific ribosomal protein mL63 family.	https://smart.embl.de/smart/DDvec.cgi?smart=102:Pfam_MRP-63(13|101)+	3J7Y,3J9M,5OOL,5OOM,6NU2,6NU3,78988,A0A024RDM4,A2A332,AAH23616.1,AAH68492.1,AB049957,AL158032,BAB41010.1,BC023616,BC068492,CCDS9296,CCDS9296.1,CH471075,EAX08296.1,EAX08297.1,EAX08298.1,ENSG00000173141,ENSP00000310726,ENST00000309594,ENST00000309594.4,HGNC:14514,HPA039779,HPA059370,MRP63,MRPL57,MRPL57-201,Mitochondrial ribosomal protein 63,Mitochondrial ribosomal protein L57,NM_024026,NM_024026.4,NM_024026.5,NP_076931,NP_076931.1,NX_Q9BQC6,OMIM:611997,OTTHUMG00000016532,Q9BQC6,R-HSA-392499,R-HSA-5368286,R-HSA-5368287,R-HSA-5389840,R-HSA-5419276,R-HSA-72766,RT63_HUMAN,Ribosomal protein 63, mitochondrial,UPI000004C5AC,XM_017020740,XM_017020740.1,XM_017020740.2,XP_016876229,XP_016876229.1,bMRP63,hMRP63,hsa:78988,mitochondrial ribosomal protein 63,mitochondrial ribosomal protein L57,uc001unw.4
MRPS11	9606.ENSP00000317376	Mitochondrial ribosomal protein S11.	https://smart.embl.de/smart/DDvec.cgi?smart=194:Pfam_Ribosomal_S11(84|193)+	28S ribosomal protein S11, mitochondrial,3J9M,64963,6NU2,6NU3,AAH09451.1,AAH12489.1,AAH32378.1,AAK97314.1,AB049944,AB051349,AC013489,AC142401,AF320777,AK026165,AK315407,B2RD52,BAB15381.1,BAB40997.1,BAG37799.1,BC009451,BC012489,BC032378,CCDS10342,CCDS10342.1,CCDS10343,CCDS10343.1,CH471101,Cervical cancer proto-oncogene 2 protein,EAX02000.1,ENSG00000181991,ENSP00000317119,ENSP00000317354,ENSP00000317376,ENSP00000318054,ENSP00000318567,ENSP00000402686,ENSP00000453116,ENST00000325817,ENST00000325825,ENST00000325844,ENST00000325844.8,ENST00000326169,ENST00000326180,ENST00000353598,ENST00000353598.6,ENST00000421647,ENST00000557974,ENST00000557974.5,ENST00000558406,ENST00000558406.5,ENST00000558548,ENST00000558548.5,ENST00000559125,ENST00000559125.1,ENST00000559323,ENST00000559323.5,ENST00000559557,ENST00000559557.1,ENST00000560708,ENST00000560708.5,ENST00000560850,ENST00000560850.1,ENST00000561262,ENST00000561262.1,FLJ22512,FLJ23406,H0YL99,HCC-2,HCC2,HGNC:14050,HPA043752,HPA050345,MRP-S11,MRPS11,MRPS11-201,MRPS11-202,MRPS11-203,MRPS11-204,MRPS11-205,MRPS11-206,MRPS11-207,MRPS11-208,MRPS11-209,MRPS11-210,MRPS11-211,Mitochondrial ribosomal protein S11,NM_001321970,NM_001321970.1,NM_001321970.2,NM_001321972,NM_001321972.1,NM_001321972.2,NM_001321973,NM_001321973.1,NM_001321973.2,NM_001321974,NM_001321974.1,NM_001321974.2,NM_001321976.1,NM_022839,NM_022839.4,NM_022839.5,NM_176805,NM_176805.3,NM_176805.4,NP_001308899,NP_001308899.1,NP_001308901,NP_001308901.1,NP_001308902.1,NP_001308903.1,NP_001308905.1,NP_073750,NP_073750.2,NP_789775,NP_789775.1,NR_135915,NR_135915.2,NR_135917,NR_135917.2,NR_135918,NR_135918.2,NX_P82912,OMIM:611977,OTTHUMG00000148678,P82912,Q969D7,Q96GI3,Q9BYC3,R-HSA-392499,R-HSA-5368286,R-HSA-5368287,R-HSA-5389840,R-HSA-5419276,R-HSA-72766,RPMS11,RT11_HUMAN,S11mt,Small subunit ribosomal protein S11,UPI000002B2DB,UPI0000035FC4,UPI00022F8701,URS00008B2B8C,URS00008B65D6,URS00008B80B5,cervical cancer proto-oncogene 2,hsa:64963,mitochondrial ribosomal protein S11,uc002bml.4
MRPS12	9606.ENSP00000384952	Mitochondrial ribosomal protein S12.	https://smart.embl.de/smart/DDvec.cgi?smart=138:Pfam_Ribosom_S12_S23(42|138)+	28S ribosomal protein S12, mitochondrial,3J9M,6183,6NU2,6NU3,A0A024R0H2,AAC64704.1,AAH01617.1,AAH06424.1,AAH07499.1,AF058761,BC001617,BC006424,BC007499,CAA72377.1,CAG28537.1,CCDS12525,CCDS12525.1,CH471126,CR407609,EAW56849.1,EAW56850.1,EAW56851.1,EAW56852.1,ENSG00000128626,ENSP00000249402,ENSP00000308845,ENSP00000336779,ENSP00000384579,ENSP00000384952,ENST00000249402,ENST00000308018,ENST00000308018.8,ENST00000337626,ENST00000402029,ENST00000402029.3,ENST00000407800,ENST00000407800.2,ENST00000598734,ENST00000598734.1,HGNC:10380,HPA046775,HPA050633,MPR-S12,MRP-S12,MRPS12,MRPS12-201,MRPS12-202,MRPS12-203,MRPS12-204,MT-RPS12,Mitochondrial ribosomal protein S12,NM_021107,NM_021107.1,NM_033362,NM_033362.3,NM_033363,NM_033363.1,NP_066930,NP_066930.1,NP_203526,NP_203526.1,NP_203527,NP_203527.1,NX_O15235,O15235,OMIM:603021,OTTHUMG00000182692,Q53X98,R-HSA-392499,R-HSA-5368286,R-HSA-5368287,R-HSA-5389840,R-HSA-5419276,R-HSA-72766,RPMS12,RPS12,RPSM12,RT12_HUMAN,S12mt,Small subunit ribosomal protein S12,UPI0000135267,URS00008C1ABE,Y11681,hsa:6183,mitochondrial ribosomal protein S12,uc002okc.4
MRPS16	9606.ENSP00000362036	Mitochondrial ribosomal protein S16; Belongs to the bacterial ribosomal protein bS16 family.	https://smart.embl.de/smart/DDvec.cgi?smart=137:Pfam_Ribosomal_S16(24|84)+	28S ribosomal protein S16, mitochondrial,3J9M,51021,6NU2,6NU3,A6ND22,AAD34127.1,AAH21106.1,AB049948,AB051351,AC016394,AF151890,AK303204,B4E032,BAB41001.1,BAB54941.1,BAG64294.1,BC021106,CCDS7323,CCDS7323.1,CGI-132,COXPD2,ENSG00000182180,ENSP00000299416,ENSP00000299418,ENSP00000362031,ENSP00000362036,ENSP00000362041,ENSP00000408812,ENST00000299416,ENST00000299418,ENST00000372940,ENST00000372940.3,ENST00000372945,ENST00000372945.7,ENST00000372950,ENST00000416782,ENST00000471251,ENST00000471251.5,ENST00000473427,ENST00000473427.1,ENST00000479005,ENST00000479005.1,HGNC:14048,HPA050081,HPA054538,MRP-S16,MRPS16,MRPS16-201,MRPS16-202,MRPS16-203,MRPS16-204,MRPS16-205,Mitochondrial ribosomal protein S16,NM_016065,NM_016065.3,NM_016065.4,NP_057149,NP_057149.1,NX_Q9Y3D3,OMIM:609204,OTTHUMG00000018454,Q96Q60,Q9Y3D3,R-HSA-392499,R-HSA-5368286,R-HSA-5368287,R-HSA-5389840,R-HSA-5419276,R-HSA-72766,RPMS16,RT16_HUMAN,S16mt,Small subunit ribosomal protein S16,UPI0000046808,UPI000059D16F,hsa:51021,mitochondrial ribosomal protein S16,uc001jts.1
MRPS18B	9606.ENSP00000259873	Mitochondrial ribosomal protein S18B; Belongs to the bacterial ribosomal protein bS18 family. Mitochondrion-specific ribosomal protein mS40 subfamily.	https://smart.embl.de/smart/DDvec.cgi?smart=258:Pfam_Ribosomal_S18(111|163)+	28973,28S ribosomal protein S18-2, mitochondrial,28S ribosomal protein S18b, mitochondrial,3J9M,6NU2,6NU3,A6NDQ0,AAD43025.1,AAF36103.1,AAH05373.1,AB110933,AB110934,AB202094,AF100761,AF151017,AK311890,AL050361,AL662800,AL662825,AL732442,AL845353,AQY76936.1,B0S7P4,BAD13699.1,BAD13700.1,BAE78614.1,BAG34831.1,BC005373,BX119957,BX248507,C6orf14,CAH56415.1,CCDS4682,CCDS4682.1,CH471081,CR753328,EAX03304.1,ENSG00000204568,ENSP00000259873,ENSP00000365689,ENSP00000365690,ENSP00000365691,ENSP00000379750,ENSP00000445207,ENST00000259873,ENST00000259873.4,ENST00000376506,ENST00000376507,ENST00000376508,ENST00000396492,ENST00000472229,ENST00000472229.1,ENST00000472267,ENST00000472267.5,ENST00000492316,ENST00000492316.5,ENST00000506373,HGNC:14516,HPA043485,HPA050334,HSPC183,HumanS18a,KY500463,MRP-S18-2,MRP-S18-b,MRPS18-2,MRPS18B,MRPS18B-206,MRPS18B-207,MRPS18B-208,MRPS18B-209,Mitochondrial ribosomal protein S18B,Mrps18-b,NM_014046,NM_014046.3,NM_014046.4,NP_054765,NP_054765.1,NX_Q9Y676,OMIM:611982,OTTHUMG00000031268,PTD017,Q659G4,Q9BS27,Q9Y676,R-HSA-392499,R-HSA-5368286,R-HSA-5368287,R-HSA-5389840,R-HSA-5419276,R-HSA-72766,RT18B_HUMAN,S18amt,S18mt-b,UPI0000132F37,URS00009AE5FB,XM_024446408,XM_024446408.1,XP_024302176,XP_024302176.1,hsa:28973,mitochondrial ribosomal protein S18B,uc003nqo.3,uc063ynd.1
MRPS2	9606.ENSP00000360850	28S ribosomal protein S2, mitochondrial; Required for mitoribosome formation and stability, and mitochondrial translation; Belongs to the universal ribosomal protein uS2 family.	https://smart.embl.de/smart/DDvec.cgi?smart=296:Pfam_Ribosomal_S2(84|185)+Pfam_Ribosomal_S2(183|260)+	28S ribosomal protein S2, mitochondrial,3J9M,51116,6NU2,6NU3,AAD34086.1,AAH04905.2,AAH08017.1,AAH13108.1,AB051627,AB055388,AF151849,AL161452,BAB62529.1,BC004905,BC008017,BC013108,CCDS6990,CCDS6990.1,CGI-91,COXPD36,ENSG00000122140,ENSP00000241600,ENSP00000360850,ENSP00000400082,ENST00000241600,ENST00000241600.9,ENST00000371785,ENST00000371785.5,ENST00000453385,ENST00000453385.1,ENST00000462948,ENST00000462948.5,ENST00000472852,ENST00000472852.1,ENST00000472946,ENST00000472946.1,ENST00000485333,ENST00000485333.5,ENST00000488610,ENST00000488610.5,HGNC:14495,HPA029487,HPA057261,MRP-S2,MRPS2,MRPS2-201,MRPS2-202,MRPS2-203,MRPS2-204,MRPS2-205,MRPS2-206,MRPS2-207,MRPS2-208,Mitochondrial ribosomal protein S2,NM_001371401,NM_001371401.1,NM_016034,NM_016034.4,NM_016034.5,NP_001358330,NP_001358330.1,NP_057118,NP_057118.1,NR_051967,NR_051967.3,NR_051968,NR_051968.2,NR_051969,NR_051969.2,NR_051970,NR_051970.2,NX_Q9Y399,OMIM:611971,OTTHUMG00000020910,Q5T899,Q5T8A0,Q9BSQ4,Q9Y399,R-HSA-392499,R-HSA-5368286,R-HSA-5368287,R-HSA-5389840,R-HSA-5419276,R-HSA-72766,RT02_HUMAN,S2mt,Small subunit ribosomal protein S2,UPI000013522F,UPI000046FE36,hsa:51116,mitochondrial ribosomal protein S2,uc004cfv.6
MRPS23	9606.ENSP00000320184	Mitochondrial ribosomal protein S23; Belongs to the mitochondrion-specific ribosomal protein mS23 family.	https://smart.embl.de/smart/DDvec.cgi?smart=190:Pfam_MRP-S23(2|130)+	28S ribosomal protein S23, mitochondrial,3J9M,51649,6NU2,6NU3,AAD34133.1,AAF29007.1,AAH00242.1,AB061206,AC015845,AF151896,AF161447,AK312729,B2R6V3,BAB54956.1,BAG35600.1,BC000242,CCDS11598,CCDS11598.1,CGI-138,CH471109,EAW94503.1,ENSG00000181610,ENSP00000320184,ENSP00000325143,ENSP00000463481,ENSP00000463677,ENST00000313608,ENST00000313608.12,ENST00000313618,ENST00000578444,ENST00000578444.1,ENST00000579380,ENST00000579380.1,ENST00000579768,ENST00000579768.1,HGNC:14509,HPA023453,HSPC329,J3QLC1,J3QLR8,MRP-S23,MRPS23,MRPS23-201,MRPS23-202,MRPS23-203,MRPS23-204,Mitochondrial ribosomal protein S23,NM_016070,NM_016070.3,NM_016070.4,NP_057154,NP_057154.2,NX_Q9Y3D9,OMIM:611985,OTTHUMG00000178774,Q96Q24,Q9BWH8,Q9P053,Q9Y3D9,R-HSA-392499,R-HSA-5368286,R-HSA-5368287,R-HSA-5389840,R-HSA-5419276,R-HSA-72766,RT23_HUMAN,S23mt,Small subunit ribosomal protein S23,UPI0000073570,UPI000268B1E6,UPI000268B1E7,URS0000D6D9CB,URS0000EACE38,hsa:51649,mitochondrial ribosomal protein S23,uc002ivc.4
MRPS24	9606.ENSP00000318158	Mitochondrial ribosomal protein S24; Belongs to the universal ribosomal protein uS3 family.	https://smart.embl.de/smart/DDvec.cgi?smart=167:Pfam_MRP-S24(36|167)+	28S ribosomal protein S24, mitochondrial,3J9M,64951,6NU2,6NU3,A4D1U9,AAF29013.1,AAH12167.1,AAH54865.1,AB061207,AC004985,AF161453,BAB54957.1,BC012167,BC054865,CCDS5473,CCDS5473.1,CH236951,CH471073,EAL24009.1,EAW94173.1,ENSG00000062582,ENSP00000083014,ENSP00000318158,ENSP00000407625,ENSP00000409298,ENST00000083014,ENST00000317534,ENST00000317534.5,ENST00000414932,ENST00000414932.1,ENST00000418740,ENST00000418740.5,ENST00000467084,ENST00000467084.1,ENST00000483330,ENST00000483330.1,F8VYR5,HGNC:14510,HPA020983,HPA073947,HSPC335,MRP-S24,MRPS24,MRPS24-201,MRPS24-202,MRPS24-203,MRPS24-204,MRPS24-205,Mitochondrial ribosomal protein S24,NM_032014,NM_032014.2,NM_032014.3,NP_114403,NP_114403.1,NX_Q96EL2,OMIM:611986,OTTHUMG00000023175,P82668,Q96EL2,Q96Q23,Q9P047,R-HSA-392499,R-HSA-5368286,R-HSA-5368287,R-HSA-5389840,R-HSA-5419276,R-HSA-72766,RT24_HUMAN,S24mt,Small subunit ribosomal protein S24,UPI000006F034,UPI0001EE1CB7,URS0000D6D7F9,URS0000D6E6F9,URS0000E9F3D9,bMRP-47,bMRP47,hsa:64951,mitochondrial ribosomal protein S24,uc003tit.2
MRPS26	9606.ENSP00000369682	Mitochondrial ribosomal protein S26; Belongs to the mitochondrion-specific ribosomal protein mS26 family.	https://smart.embl.de/smart/DDvec.cgi?smart=205:Pfam_MRP-S26(28|197)+	28S ribosomal protein S13, mitochondrial,28S ribosomal protein S26, mitochondrial,3J9M,64949,6NU2,6NU3,AAH13018.1,AB051354,AL121905,BAB54943.1,BC013018,C20orf193,CCDS13043,CCDS13043.1,ENSG00000125901,ENSP00000246103,ENSP00000369682,ENST00000246103,ENST00000380325,ENST00000380325.3,GI008,HGNC:14045,HPA045472,HPA054610,MRP-S13,MRP-S26,MRPS13,MRPS26,MRPS26-201,Mitochondrial ribosomal protein S26,NM_030811,NM_030811.3,NM_030811.4,NP_110438,NP_110438.1,NX_Q9BYN8,NY-BR-87,OMIM:611988,OTTHUMG00000031721,Q96Q58,Q9BYN8,R-HSA-392499,R-HSA-5368286,R-HSA-5368287,R-HSA-5389840,R-HSA-5419276,R-HSA-72766,RPMS13,RT26_HUMAN,S13mt,S26mt,Small subunit ribosomal protein S26,UPI00001352A1,chromosome 20 open reading frame 193,dJ534B8.3,hsa:64949,mitochondrial ribosomal protein S26,uc002whs.4
MRPS6	9606.ENSP00000382250	Mitochondrial ribosomal protein S6.	https://smart.embl.de/smart/DDvec.cgi?smart=125:Pfam_Ribosomal_S6(3|95)+	28S ribosomal protein S6, mitochondrial,3J9M,64968,6NU2,6NU3,AAH00547.2,AAH04976.2,AAH10076.1,AAH51302.1,AAL35739.1,AB049942,AB051347,AK312084,AP001719,AY061855,B2R573,BAB40995.1,BAB54937.1,BAG35020.1,BC000547,BC004976,BC010076,BC051302,C21orf101,CCDS33548,CCDS33548.1,CH471079,EAX09798.1,ENSG00000243927,ENSP00000382250,ENST00000399312,ENST00000399312.2,ENST00000477091,ENST00000477091.5,ENST00000482679,ENST00000482679.1,ENST00000483977,ENST00000483977.5,ENST00000488492,ENST00000488492.5,HGNC:14051,HPA007861,HPA008163,HPA049676,MRP-S6,MRPS6,MRPS6-201,MRPS6-202,MRPS6-203,MRPS6-204,MRPS6-205,Mitochondrial ribosomal protein S6,NM_032476,NM_032476.3,NM_032476.4,NP_115865,NP_115865.1,NX_P82932,OMIM:611973,OTTHUMG00000065820,P82932,Q96Q64,Q9BSK8,Q9BW89,R-HSA-392499,R-HSA-5368286,R-HSA-5368287,R-HSA-5389840,R-HSA-5419276,R-HSA-72766,RPMS6,RT06_HUMAN,S6mt,Small subunit ribosomal protein S6,UPI000015D3E4,chromosome 21 open reading frame 101,hsa:64968,mitochondrial ribosomal protein S6,uc002ytp.2
MTERF4	9606.ENSP00000480378	Transcription termination factor 4, mitochondrial; Regulator of mitochondrial ribosome biogenesis and translation. Binds to mitochondrial ribosomal RNAs 16S, 12S and 7S and targets NSUN4 RNA methyltransferase to the mitochondrial large ribosomal subunit (39S); Belongs to the mTERF family.	https://smart.embl.de/smart/DDvec.cgi?smart=381:Mterf(142|172)+Mterf(177|208)+Mterf(213|244)+Mterf(246|274)+	130916,4FP9,4FZV,A8K6K0,AAF28919.1,AAH53533.2,AC005237,AF161359,AK291665,AK294192,AK296515,B4DFP7,B4DKD5,B5MBW3,BAF84354.1,BAG57508.1,BAG59147.1,BC053533,C9JNJ7,C9JX74,CCDS2544,CCDS2544.1,CCDS82584,CCDS82584.1,E7EW93,ENSG00000122085,ENSP00000241527,ENSP00000342367,ENSP00000375840,ENSP00000384998,ENSP00000385183,ENSP00000385630,ENSP00000391656,ENSP00000393063,ENSP00000401409,ENSP00000409023,ENSP00000413346,ENSP00000414989,ENSP00000419315,ENSP00000480378,ENST00000241527,ENST00000241527.10,ENST00000343278,ENST00000391980,ENST00000391980.6,ENST00000401626,ENST00000401626.6,ENST00000406593,ENST00000406593.1,ENST00000407095,ENST00000407095.3,ENST00000414146,ENST00000414146.5,ENST00000424798,ENST00000424798.5,ENST00000434791,ENST00000434791.1,ENST00000439144,ENST00000439144.5,ENST00000449133,ENST00000449133.1,ENST00000455202,ENST00000455202.6,ENST00000460915,ENST00000460915.1,ENST00000464344,ENST00000464344.6,ENST00000475860,ENST00000475860.1,ENST00000476564,ENST00000476564.5,ENST00000479205,ENST00000479205.5,ENST00000480298,ENST00000480298.5,ENST00000488567,ENST00000488567.5,ENST00000493169,ENST00000493169.1,ENST00000495694,ENST00000495694.5,ENST00000496878,ENST00000496878.5,ENST00000614476,ENST00000614476.4,H7C1N9,H7C316,H7C3Q3,HGNC:28785,HPA027097,HSPC096,MGC61716,MTEF4_HUMAN,MTERF domain containing 2,MTERF domain-containing protein, mitochondrial,MTERF4,MTERF4-201,MTERF4-202,MTERF4-203,MTERF4-204,MTERF4-205,MTERF4-206,MTERF4-207,MTERF4-208,MTERF4-209,MTERF4-210,MTERF4-211,MTERF4-212,MTERF4-213,MTERF4-214,MTERF4-215,MTERF4-216,MTERF4-217,MTERF4-218,MTERF4-219,MTERF4-220,MTERF4-221,MTERF4-222,MTERFD2,Mitochondrial transcription termination factor 4,NM_001330179,NM_001330179.1,NM_001330180,NM_001330180.1,NM_182501,NM_182501.3,NM_182501.4,NP_001317108,NP_001317108.1,NP_001317109,NP_001317109.1,NP_872307,NP_872307.2,NR_028049,NR_028049.1,NR_028050,NR_028050.1,NR_028051,NR_028051.1,NR_138465,NR_138465.1,NR_138466,NR_138466.1,NX_Q7Z6M4,OMIM:615393,OTTHUMG00000133393,Q7Z6M4,Q9P0E0,R-HSA-6793080,R-HSA-72312,R-HSA-8868766,R-HSA-8953854,UPI00001C1DC6,UPI0000209875,UPI000020987E,UPI000173A628,UPI000173A629,UPI000173A62A,UPI000173A62B,UPI000173A62C,UPI000173A62D,UPI000173A62E,URS00008BA2EC,URS00008BE35C,URS00008C11BD,URS00008C3362,URS00008C3763,URS0000D6DBF3,XM_006712292,XM_006712292.4,XM_017003379,XM_017003379.2,XM_017003380,XM_017003380.2,XM_017003381,XM_017003381.2,XM_017003382,XM_017003382.2,XM_017003383,XM_017003383.2,XM_017003387,XM_017003387.1,XM_017003387.2,XM_017003391,XM_017003391.2,XM_024452707,XM_024452707.1,XM_024452709,XM_024452709.1,XP_006712355,XP_006712355.1,XP_016858868,XP_016858868.1,XP_016858869,XP_016858869.1,XP_016858870,XP_016858870.1,XP_016858871,XP_016858871.1,XP_016858872,XP_016858872.1,XP_016858876,XP_016858876.1,XP_016858880,XP_016858880.1,XP_024308475,XP_024308475.1,XP_024308477,XP_024308477.1,hsa:130916,mTERF domain-containing protein 2,mTERF domain-containing protein 2 processed,mitochondrial transcription termination factor 4,uc061uks.1
MTG1	9606.ENSP00000323047	Mitochondrial ribosome-associated GTPase 1; Plays a role in the regulation of the mitochondrial ribosome assembly and of translational activity. Displays mitochondrial GTPase activity; Belongs to the TRAFAC class YlqF/YawG GTPase family. MTG1 subfamily.	https://smart.embl.de/smart/DDvec.cgi?smart=334:Pfam_MMR_HSR1(145|290)+	92170,AAH00920.1,AAH04409.1,AAH26039.1,AAH35721.1,AK074976,AL161645,AL360181,AL451057,BAC11327.1,BC000920,BC004409,BC026039,BC035721,CCDS31320,CCDS31320.1,E7EVK2,ENSG00000148824,ENSP00000278051,ENSP00000322876,ENSP00000323047,ENSP00000325366,ENSP00000337945,ENSP00000374043,ENSP00000374044,ENSP00000393480,ENSP00000438503,ENSP00000475596,ENST00000278051,ENST00000317487,ENST00000317502,ENST00000317502.10,ENST00000317526,ENST00000335995,ENST00000389392,ENST00000389393,ENST00000432508,ENST00000432508.3,ENST00000460848,ENST00000460848.5,ENST00000473735,ENST00000473735.1,ENST00000477902,ENST00000477902.6,ENST00000492266,ENST00000492266.1,ENST00000495014,ENST00000495014.5,ENST00000498790,ENST00000498790.5,ENST00000537620,GTP,GTP-binding protein 7,GTP-binding protein 7 (putative),GTPBP7,HGNC:32159,HPA037826,HPA037827,MTG1,MTG1-201,MTG1-202,MTG1-203,MTG1-204,MTG1-205,MTG1-206,MTG1-207,MTG1-208,MTG1_HUMAN,Mitochondrial GTPase 1,Mitochondrial ribosome associated GTPase 1,Mitochondrial ribosome-associated GTPase 1,NM_138384,NM_138384.2,NM_138384.4,NP_612393,NP_612393.2,NX_Q9BT17,OTTHUMG00000166564,Q5VWX8,Q6PIY9,Q8IYJ4,Q8NC48,Q9BT17,Q9BVU8,U3KQ69,UPI00004588B9,UPI0001AE6E23,UPI00024CF8F4,hsa:92170,mitochondrial GTPase 1 homolog (S. cerevisiae),mitochondrial ribosome associated GTPase 1,mitochondrial ribosome-associated GTPase 1,uc001lnd.4
