#node	identifier	category	term ID	term description
CCDC47	9606.ENSP00000225726	Monarch	HP:0000767	Pectus excavatum
CCDC47	9606.ENSP00000225726	Monarch	HP:0000769	Abnormality of the breast
CCDC47	9606.ENSP00000225726	Monarch	HP:0000774	Narrow chest
CCDC47	9606.ENSP00000225726	Monarch	HP:0000924	Abnormality of the skeletal system
CCDC47	9606.ENSP00000225726	Monarch	HP:0000925	Abnormality of the vertebral column
CCDC47	9606.ENSP00000225726	Monarch	HP:0000929	Abnormal skull morphology
CCDC47	9606.ENSP00000225726	Monarch	HP:0000951	Abnormality of the skin
CCDC47	9606.ENSP00000225726	Monarch	HP:0000989	Pruritus
CCDC47	9606.ENSP00000225726	Monarch	HP:0000998	Hypertrichosis
CCDC47	9606.ENSP00000225726	Monarch	HP:0001081	Cholelithiasis
CCDC47	9606.ENSP00000225726	Monarch	HP:0001252	Hypotonia
CCDC47	9606.ENSP00000225726	Monarch	HP:0001263	Global developmental delay
CCDC47	9606.ENSP00000225726	Monarch	HP:0001273	Abnormal corpus callosum morphology
CCDC47	9606.ENSP00000225726	Monarch	HP:0001290	Generalized hypotonia
CCDC47	9606.ENSP00000225726	Monarch	HP:0001311	Abnormal nervous system electrophysiology
CCDC47	9606.ENSP00000225726	Monarch	HP:0001344	Absent speech
CCDC47	9606.ENSP00000225726	Monarch	HP:0001357	Plagiocephaly
CCDC47	9606.ENSP00000225726	Monarch	HP:0001367	Abnormal joint morphology
CCDC47	9606.ENSP00000225726	Monarch	HP:0001371	Flexion contracture
CCDC47	9606.ENSP00000225726	Monarch	HP:0001373	Joint dislocation
CCDC47	9606.ENSP00000225726	Monarch	HP:0001384	Abnormal hip joint morphology
CCDC47	9606.ENSP00000225726	Monarch	HP:0001385	Hip dysplasia
CCDC47	9606.ENSP00000225726	Monarch	HP:0001388	Joint laxity
CCDC47	9606.ENSP00000225726	Monarch	HP:0001392	Abnormality of the liver
CCDC47	9606.ENSP00000225726	Monarch	HP:0001410	Decreased liver function
CCDC47	9606.ENSP00000225726	Monarch	HP:0001438	Abnormal abdomen morphology
CCDC47	9606.ENSP00000225726	Monarch	HP:0001507	Growth abnormality
CCDC47	9606.ENSP00000225726	Monarch	HP:0001574	Abnormality of the integument
CCDC47	9606.ENSP00000225726	Monarch	HP:0001595	Abnormal hair morphology
CCDC47	9606.ENSP00000225726	Monarch	HP:0001626	Abnormality of the cardiovascular system
CCDC47	9606.ENSP00000225726	Monarch	HP:0001743	Abnormality of the spleen
CCDC47	9606.ENSP00000225726	Monarch	HP:0001744	Splenomegaly
CCDC47	9606.ENSP00000225726	Monarch	HP:0001760	Abnormal foot morphology
CCDC47	9606.ENSP00000225726	Monarch	HP:0001762	Talipes equinovarus
CCDC47	9606.ENSP00000225726	Monarch	HP:0001773	Short foot
CCDC47	9606.ENSP00000225726	Monarch	HP:0001780	Abnormality of toe
CCDC47	9606.ENSP00000225726	Monarch	HP:0001845	Overlapping toe
CCDC47	9606.ENSP00000225726	Monarch	HP:0001883	Talipes
CCDC47	9606.ENSP00000225726	Monarch	HP:0001939	Abnormality of metabolism/homeostasis
CCDC47	9606.ENSP00000225726	Monarch	HP:0001999	Abnormal facial shape
CCDC47	9606.ENSP00000225726	Monarch	HP:0002011	Morphological central nervous system abnormality
CCDC47	9606.ENSP00000225726	Monarch	HP:0002012	Abnormality of the abdominal organs
CCDC47	9606.ENSP00000225726	Monarch	HP:0002014	Diarrhea
CCDC47	9606.ENSP00000225726	Monarch	HP:0002020	Gastroesophageal reflux
CCDC47	9606.ENSP00000225726	Monarch	HP:0002024	Malabsorption
CCDC47	9606.ENSP00000225726	Monarch	HP:0002028	Chronic diarrhea
CCDC47	9606.ENSP00000225726	Monarch	HP:0002059	Cerebral atrophy
CCDC47	9606.ENSP00000225726	Monarch	HP:0002060	Abnormal cerebral morphology
CCDC47	9606.ENSP00000225726	Monarch	HP:0002086	Abnormality of the respiratory system
CCDC47	9606.ENSP00000225726	Monarch	HP:0002104	Apnea
CCDC47	9606.ENSP00000225726	Monarch	HP:0002167	Neurological speech impairment
CCDC47	9606.ENSP00000225726	Monarch	HP:0002208	Coarse hair
CCDC47	9606.ENSP00000225726	Monarch	HP:0002212	Curly hair
CCDC47	9606.ENSP00000225726	Monarch	HP:0002219	Facial hypertrichosis
CCDC47	9606.ENSP00000225726	Monarch	HP:0002224	Woolly hair
CCDC47	9606.ENSP00000225726	Monarch	HP:0002240	Hepatomegaly
CCDC47	9606.ENSP00000225726	Monarch	HP:0002242	Abnormal intestine morphology
CCDC47	9606.ENSP00000225726	Monarch	HP:0002244	Abnormality of the small intestine
CCDC47	9606.ENSP00000225726	Monarch	HP:0002353	EEG abnormality
CCDC47	9606.ENSP00000225726	Monarch	HP:0002360	Sleep disturbance
CCDC47	9606.ENSP00000225726	Monarch	HP:0002463	Language impairment
CCDC47	9606.ENSP00000225726	Monarch	HP:0002500	Abnormal cerebral white matter morphology
CCDC47	9606.ENSP00000225726	Monarch	HP:0002557	Hypoplastic nipples
CCDC47	9606.ENSP00000225726	Monarch	HP:0002570	Steatorrhea
CCDC47	9606.ENSP00000225726	Monarch	HP:0002597	Abnormality of the vasculature
CCDC47	9606.ENSP00000225726	Monarch	HP:0002630	Fat malabsorption
CCDC47	9606.ENSP00000225726	Monarch	HP:0002644	Abnormal pelvic girdle bone morphology
CCDC47	9606.ENSP00000225726	Monarch	HP:0002650	Scoliosis
CCDC47	9606.ENSP00000225726	Monarch	HP:0002673	Coxa valga
CCDC47	9606.ENSP00000225726	Monarch	HP:0002683	Abnormal calvaria morphology
CCDC47	9606.ENSP00000225726	Monarch	HP:0002714	Downturned corners of mouth
CCDC47	9606.ENSP00000225726	Monarch	HP:0002715	Abnormality of the immune system
CCDC47	9606.ENSP00000225726	Monarch	HP:0002719	Recurrent infections
CCDC47	9606.ENSP00000225726	Monarch	HP:0002721	Immunodeficiency
CCDC47	9606.ENSP00000225726	Monarch	HP:0002793	Abnormal pattern of respiration
CCDC47	9606.ENSP00000225726	Monarch	HP:0002795	Abnormal respiratory system physiology
CCDC47	9606.ENSP00000225726	Monarch	HP:0002803	Congenital contracture
CCDC47	9606.ENSP00000225726	Monarch	HP:0002813	Abnormality of limb bone morphology
CCDC47	9606.ENSP00000225726	Monarch	HP:0002814	Abnormality of the lower limb
CCDC47	9606.ENSP00000225726	Monarch	HP:0002823	Abnormality of femur morphology
CCDC47	9606.ENSP00000225726	Monarch	HP:0002827	Hip dislocation
CCDC47	9606.ENSP00000225726	Monarch	HP:0002870	Obstructive sleep apnea
CCDC47	9606.ENSP00000225726	Monarch	HP:0002977	Aplasia/Hypoplasia involving the central nervous system
CCDC47	9606.ENSP00000225726	Monarch	HP:0003011	Abnormality of the musculature
CCDC47	9606.ENSP00000225726	Monarch	HP:0003155	Elevated circulating alkaline phosphatase concentration
CCDC47	9606.ENSP00000225726	Monarch	HP:0003271	Visceromegaly
CCDC47	9606.ENSP00000225726	Monarch	HP:0003272	Abnormal hip bone morphology
CCDC47	9606.ENSP00000225726	Monarch	HP:0003366	Abnormal femoral neck/head morphology
CCDC47	9606.ENSP00000225726	Monarch	HP:0003367	Abnormal femoral neck morphology
CCDC47	9606.ENSP00000225726	Monarch	HP:0003549	Abnormality of connective tissue
CCDC47	9606.ENSP00000225726	Monarch	HP:0003712	Skeletal muscle hypertrophy
CCDC47	9606.ENSP00000225726	Monarch	HP:0003808	Abnormal muscle tone
CCDC47	9606.ENSP00000225726	Monarch	HP:0004297	Abnormality of the biliary system
CCDC47	9606.ENSP00000225726	Monarch	HP:0004323	Abnormality of body weight
CCDC47	9606.ENSP00000225726	Monarch	HP:0004325	Decreased body weight
CCDC47	9606.ENSP00000225726	Monarch	HP:0004379	Abnormality of alkaline phosphatase level
CCDC47	9606.ENSP00000225726	Monarch	HP:0004404	Abnormal nipple morphology
CCDC47	9606.ENSP00000225726	Monarch	HP:0005105	Abnormal nasal morphology
CCDC47	9606.ENSP00000225726	Monarch	HP:0005257	Thoracic hypoplasia
CCDC47	9606.ENSP00000225726	Monarch	HP:0005262	Abnormality of the synovia
CCDC47	9606.ENSP00000225726	Monarch	HP:0005264	Abnormality of the gallbladder
CCDC47	9606.ENSP00000225726	Monarch	HP:0005656	Positional foot deformity
CCDC47	9606.ENSP00000225726	Monarch	HP:0005684	Distal arthrogryposis
CCDC47	9606.ENSP00000225726	Monarch	HP:0006482	Abnormality of dental morphology
CCDC47	9606.ENSP00000225726	Monarch	HP:0006493	Aplasia/hypoplasia involving bones of the lower limbs
CCDC47	9606.ENSP00000225726	Monarch	HP:0006494	Aplasia/Hypoplasia involving bones of the feet
CCDC47	9606.ENSP00000225726	Monarch	HP:0006709	Aplasia/Hypoplasia of the nipples
CCDC47	9606.ENSP00000225726	Monarch	HP:0007364	Aplasia/Hypoplasia of the cerebrum
CCDC47	9606.ENSP00000225726	Monarch	HP:0007367	Atrophy/Degeneration affecting the central nervous system
CCDC47	9606.ENSP00000225726	Monarch	HP:0007369	Atrophy/Degeneration affecting the cerebrum
CCDC47	9606.ENSP00000225726	Monarch	HP:0009115	Aplasia/hypoplasia involving the skeleton
CCDC47	9606.ENSP00000225726	Monarch	HP:0009121	Abnormal axial skeleton morphology
CCDC47	9606.ENSP00000225726	Monarch	HP:0009815	Aplasia/hypoplasia of the extremities
CCDC47	9606.ENSP00000225726	Monarch	HP:0010535	Sleep apnea
CCDC47	9606.ENSP00000225726	Monarch	HP:0010536	Central sleep apnea
CCDC47	9606.ENSP00000225726	Monarch	HP:0010665	Bilateral coxa valga
CCDC47	9606.ENSP00000225726	Monarch	HP:0010674	Abnormality of the curvature of the vertebral column
CCDC47	9606.ENSP00000225726	Monarch	HP:0010719	Abnormality of hair texture
CCDC47	9606.ENSP00000225726	Monarch	HP:0010938	Abnormal external nose morphology
CCDC47	9606.ENSP00000225726	Monarch	HP:0010978	Abnormality of immune system physiology
CCDC47	9606.ENSP00000225726	Monarch	HP:0010993	Abnormal cerebral subcortex morphology
CCDC47	9606.ENSP00000225726	Monarch	HP:0011024	Abnormality of the gastrointestinal tract
CCDC47	9606.ENSP00000225726	Monarch	HP:0011122	Abnormality of skin physiology
CCDC47	9606.ENSP00000225726	Monarch	HP:0011138	Abnormality of skin adnexa morphology
CCDC47	9606.ENSP00000225726	Monarch	HP:0011297	Abnormal digit morphology
CCDC47	9606.ENSP00000225726	Monarch	HP:0011338	Abnormality of mouth shape
CCDC47	9606.ENSP00000225726	Monarch	HP:0011344	Severe global developmental delay
CCDC47	9606.ENSP00000225726	Monarch	HP:0011362	Abnormal hair quantity
CCDC47	9606.ENSP00000225726	Monarch	HP:0011446	Abnormality of higher mental function
CCDC47	9606.ENSP00000225726	Monarch	HP:0011458	Abdominal symptom
CCDC47	9606.ENSP00000225726	Monarch	HP:0011729	Abnormality of joint mobility
CCDC47	9606.ENSP00000225726	Monarch	HP:0011800	Midface retrusion
CCDC47	9606.ENSP00000225726	Monarch	HP:0011804	Abnormal muscle physiology
CCDC47	9606.ENSP00000225726	Monarch	HP:0011805	Abnormal skeletal muscle morphology
CCDC47	9606.ENSP00000225726	Monarch	HP:0011842	Abnormal skeletal morphology
CCDC47	9606.ENSP00000225726	Monarch	HP:0011843	Abnormal musculoskeletal physiology
CCDC47	9606.ENSP00000225726	Monarch	HP:0011844	Abnormal appendicular skeleton morphology
CCDC47	9606.ENSP00000225726	Monarch	HP:0011968	Feeding difficulties
CCDC47	9606.ENSP00000225726	Monarch	HP:0012372	Abnormal eye morphology
CCDC47	9606.ENSP00000225726	Monarch	HP:0012373	Abnormal eye physiology
CCDC47	9606.ENSP00000225726	Monarch	HP:0012379	Abnormal enzyme/coenzyme activity
CCDC47	9606.ENSP00000225726	Monarch	HP:0012437	Abnormal gallbladder morphology
CCDC47	9606.ENSP00000225726	Monarch	HP:0012443	Abnormality of brain morphology
CCDC47	9606.ENSP00000225726	Monarch	HP:0012444	Brain atrophy
CCDC47	9606.ENSP00000225726	Monarch	HP:0012638	Abnormal nervous system physiology
CCDC47	9606.ENSP00000225726	Monarch	HP:0012639	Abnormal nervous system morphology
CCDC47	9606.ENSP00000225726	Monarch	HP:0012647	Abnormal inflammatory response
CCDC47	9606.ENSP00000225726	Monarch	HP:0012649	Increased inflammatory response
CCDC47	9606.ENSP00000225726	Monarch	HP:0012718	Morphological abnormality of the gastrointestinal tract
CCDC47	9606.ENSP00000225726	Monarch	HP:0012719	Functional abnormality of the gastrointestinal tract
CCDC47	9606.ENSP00000225726	Monarch	HP:0012758	Neurodevelopmental delay
CCDC47	9606.ENSP00000225726	Monarch	HP:0012759	Neurodevelopmental abnormality
CCDC47	9606.ENSP00000225726	Monarch	HP:0025031	Abnormality of the digestive system
CCDC47	9606.ENSP00000225726	Monarch	HP:0025032	Abnormality of digestive system physiology
CCDC47	9606.ENSP00000225726	Monarch	HP:0025033	Abnormality of digestive system morphology
CCDC47	9606.ENSP00000225726	Monarch	HP:0025155	Abnormality of hepatobiliary system physiology
CCDC47	9606.ENSP00000225726	Monarch	HP:0025270	Abnormal esophagus physiology
CCDC47	9606.ENSP00000225726	Monarch	HP:0025408	Abnormal spleen morphology
CCDC47	9606.ENSP00000225726	Monarch	HP:0030178	Abnormality of central nervous system electrophysiology
CCDC47	9606.ENSP00000225726	Monarch	HP:0030236	Abnormality of muscle size
CCDC47	9606.ENSP00000225726	Monarch	HP:0030311	Lower extremity joint dislocation
CCDC47	9606.ENSP00000225726	Monarch	HP:0030669	Abnormal ocular adnexa morphology
CCDC47	9606.ENSP00000225726	Monarch	HP:0030809	Abnormal tongue morphology
CCDC47	9606.ENSP00000225726	Monarch	HP:0031093	Abnormal breast morphology
CCDC47	9606.ENSP00000225726	Monarch	HP:0031703	Abnormal ear morphology
CCDC47	9606.ENSP00000225726	Monarch	HP:0031816	Abnormal oral morphology
CCDC47	9606.ENSP00000225726	Monarch	HP:0032039	Abnormality of the ocular adnexa
CCDC47	9606.ENSP00000225726	Monarch	HP:0032101	Unusual infection
CCDC47	9606.ENSP00000225726	Monarch	HP:0033127	Abnormality of the musculoskeletal system
CCDC47	9606.ENSP00000225726	Monarch	HP:0034392	Joint contracture
CCDC47	9606.ENSP00000225726	Monarch	HP:0034398	Toe deformity
CCDC47	9606.ENSP00000225726	Monarch	HP:0034430	Abnormal joint physiology
CCDC47	9606.ENSP00000225726	Monarch	HP:0040064	Abnormality of limbs
CCDC47	9606.ENSP00000225726	Monarch	HP:0040068	Abnormality of limb bone
CCDC47	9606.ENSP00000225726	Monarch	HP:0040069	Abnormal lower limb bone morphology
CCDC47	9606.ENSP00000225726	Monarch	HP:0040195	Decreased head circumference
CCDC47	9606.ENSP00000225726	Monarch	HP:0045060	Aplasia/hypoplasia involving bones of the extremities
CCDC47	9606.ENSP00000225726	Monarch	HP:0100261	Abnormal tendon morphology
CCDC47	9606.ENSP00000225726	Monarch	HP:0100491	Abnormality of lower limb joint
CCDC47	9606.ENSP00000225726	Monarch	HP:0100547	Abnormal forebrain morphology
CCDC47	9606.ENSP00000225726	Monarch	HP:0100704	Cerebral visual impairment
CCDC47	9606.ENSP00000225726	Monarch	HP:0100763	Abnormality of the lymphatic system
CCDC47	9606.ENSP00000225726	Monarch	HP:0100886	Abnormality of globe location
CCDC47	9606.ENSP00000225726	Monarch	HP:0410042	Abnormal liver morphology
CCDC47	9606.ENSP00000225726	UniProt Keywords	KW-0025	Alternative splicing
CCDC47	9606.ENSP00000225726	UniProt Keywords	KW-0175	Coiled coil
CCDC47	9606.ENSP00000225726	UniProt Keywords	KW-0256	Endoplasmic reticulum
CCDC47	9606.ENSP00000225726	UniProt Keywords	KW-0325	Glycoprotein
CCDC47	9606.ENSP00000225726	UniProt Keywords	KW-0472	Membrane
CCDC47	9606.ENSP00000225726	UniProt Keywords	KW-0732	Signal
CCDC47	9606.ENSP00000225726	UniProt Keywords	KW-0812	Transmembrane
CCDC47	9606.ENSP00000225726	UniProt Keywords	KW-1133	Transmembrane helix
CCDC47	9606.ENSP00000225726	InterPro	IPR012879	PAT complex subunit CCDC47
CEP131	9606.ENSP00000269392	GO Process	GO:0000003	Reproduction
CEP131	9606.ENSP00000269392	GO Process	GO:0000226	Microtubule cytoskeleton organization
CEP131	9606.ENSP00000269392	GO Process	GO:0001539	Cilium or flagellum-dependent cell motility
CEP131	9606.ENSP00000269392	GO Process	GO:0001578	Microtubule bundle formation
CEP131	9606.ENSP00000269392	GO Process	GO:0003006	Developmental process involved in reproduction
CEP131	9606.ENSP00000269392	GO Process	GO:0003341	Cilium movement
CEP131	9606.ENSP00000269392	GO Process	GO:0006810	Transport
CEP131	9606.ENSP00000269392	GO Process	GO:0006886	Intracellular protein transport
CEP131	9606.ENSP00000269392	GO Process	GO:0006996	Organelle organization
CEP131	9606.ENSP00000269392	GO Process	GO:0007010	Cytoskeleton organization
CEP131	9606.ENSP00000269392	GO Process	GO:0007017	Microtubule-based process
CEP131	9606.ENSP00000269392	GO Process	GO:0007018	Microtubule-based movement
CEP131	9606.ENSP00000269392	GO Process	GO:0007049	Cell cycle
CEP131	9606.ENSP00000269392	GO Process	GO:0007276	Gamete generation
CEP131	9606.ENSP00000269392	GO Process	GO:0007281	Germ cell development
CEP131	9606.ENSP00000269392	GO Process	GO:0007283	Spermatogenesis
CEP131	9606.ENSP00000269392	GO Process	GO:0007286	Spermatid development
CEP131	9606.ENSP00000269392	GO Process	GO:0007288	Sperm axoneme assembly
CEP131	9606.ENSP00000269392	GO Process	GO:0008104	Protein localization
CEP131	9606.ENSP00000269392	GO Process	GO:0008284	Positive regulation of cell population proliferation
CEP131	9606.ENSP00000269392	GO Process	GO:0009987	Cellular process
CEP131	9606.ENSP00000269392	GO Process	GO:0010564	Regulation of cell cycle process
CEP131	9606.ENSP00000269392	GO Process	GO:0010824	Regulation of centrosome duplication
CEP131	9606.ENSP00000269392	GO Process	GO:0010970	Transport along microtubule
CEP131	9606.ENSP00000269392	GO Process	GO:0015031	Protein transport
CEP131	9606.ENSP00000269392	GO Process	GO:0016043	Cellular component organization
CEP131	9606.ENSP00000269392	GO Process	GO:0019953	Sexual reproduction
CEP131	9606.ENSP00000269392	GO Process	GO:0022412	Cellular process involved in reproduction in multicellular organism
CEP131	9606.ENSP00000269392	GO Process	GO:0022414	Reproductive process
CEP131	9606.ENSP00000269392	GO Process	GO:0022607	Cellular component assembly
CEP131	9606.ENSP00000269392	GO Process	GO:0030030	Cell projection organization
CEP131	9606.ENSP00000269392	GO Process	GO:0030031	Cell projection assembly
CEP131	9606.ENSP00000269392	GO Process	GO:0030154	Cell differentiation
CEP131	9606.ENSP00000269392	GO Process	GO:0030317	Flagellated sperm motility
CEP131	9606.ENSP00000269392	GO Process	GO:0030705	Cytoskeleton-dependent intracellular transport
CEP131	9606.ENSP00000269392	GO Process	GO:0031503	Protein-containing complex localization
CEP131	9606.ENSP00000269392	GO Process	GO:0032386	Regulation of intracellular transport
CEP131	9606.ENSP00000269392	GO Process	GO:0032388	Positive regulation of intracellular transport
CEP131	9606.ENSP00000269392	GO Process	GO:0032501	Multicellular organismal process
CEP131	9606.ENSP00000269392	GO Process	GO:0032502	Developmental process
CEP131	9606.ENSP00000269392	GO Process	GO:0032504	Multicellular organism reproduction
CEP131	9606.ENSP00000269392	GO Process	GO:0032879	Regulation of localization
CEP131	9606.ENSP00000269392	GO Process	GO:0032880	Regulation of protein localization
CEP131	9606.ENSP00000269392	GO Process	GO:0032886	Regulation of microtubule-based process
CEP131	9606.ENSP00000269392	GO Process	GO:0033036	Macromolecule localization
CEP131	9606.ENSP00000269392	GO Process	GO:0033157	Regulation of intracellular protein transport
CEP131	9606.ENSP00000269392	GO Process	GO:0033365	Protein localization to organelle
CEP131	9606.ENSP00000269392	GO Process	GO:0035082	Axoneme assembly
CEP131	9606.ENSP00000269392	GO Process	GO:0035735	Intraciliary transport involved in cilium assembly
CEP131	9606.ENSP00000269392	GO Process	GO:0042073	Intraciliary transport
CEP131	9606.ENSP00000269392	GO Process	GO:0042127	Regulation of cell population proliferation
CEP131	9606.ENSP00000269392	GO Process	GO:0044085	Cellular component biogenesis
CEP131	9606.ENSP00000269392	GO Process	GO:0044380	Protein localization to cytoskeleton
CEP131	9606.ENSP00000269392	GO Process	GO:0044458	Motile cilium assembly
CEP131	9606.ENSP00000269392	GO Process	GO:0044782	Cilium organization
CEP131	9606.ENSP00000269392	GO Process	GO:0045184	Establishment of protein localization
CEP131	9606.ENSP00000269392	GO Process	GO:0046605	Regulation of centrosome cycle
CEP131	9606.ENSP00000269392	GO Process	GO:0046907	Intracellular transport
CEP131	9606.ENSP00000269392	GO Process	GO:0048232	Male gamete generation
CEP131	9606.ENSP00000269392	GO Process	GO:0048468	Cell development
CEP131	9606.ENSP00000269392	GO Process	GO:0048515	Spermatid differentiation
CEP131	9606.ENSP00000269392	GO Process	GO:0048518	Positive regulation of biological process
CEP131	9606.ENSP00000269392	GO Process	GO:0048522	Positive regulation of cellular process
CEP131	9606.ENSP00000269392	GO Process	GO:0048609	Multicellular organismal reproductive process
CEP131	9606.ENSP00000269392	GO Process	GO:0048856	Anatomical structure development
CEP131	9606.ENSP00000269392	GO Process	GO:0048869	Cellular developmental process
CEP131	9606.ENSP00000269392	GO Process	GO:0048870	Cell motility
CEP131	9606.ENSP00000269392	GO Process	GO:0050789	Regulation of biological process
CEP131	9606.ENSP00000269392	GO Process	GO:0050794	Regulation of cellular process
CEP131	9606.ENSP00000269392	GO Process	GO:0051049	Regulation of transport
CEP131	9606.ENSP00000269392	GO Process	GO:0051050	Positive regulation of transport
CEP131	9606.ENSP00000269392	GO Process	GO:0051128	Regulation of cellular component organization
CEP131	9606.ENSP00000269392	GO Process	GO:0051179	Localization
CEP131	9606.ENSP00000269392	GO Process	GO:0051222	Positive regulation of protein transport
CEP131	9606.ENSP00000269392	GO Process	GO:0051223	Regulation of protein transport
CEP131	9606.ENSP00000269392	GO Process	GO:0051234	Establishment of localization
CEP131	9606.ENSP00000269392	GO Process	GO:0051641	Cellular localization
CEP131	9606.ENSP00000269392	GO Process	GO:0051649	Establishment of localization in cell
CEP131	9606.ENSP00000269392	GO Process	GO:0051726	Regulation of cell cycle
CEP131	9606.ENSP00000269392	GO Process	GO:0060271	Cilium assembly
CEP131	9606.ENSP00000269392	GO Process	GO:0060285	Cilium-dependent cell motility
CEP131	9606.ENSP00000269392	GO Process	GO:0060294	Cilium movement involved in cell motility
CEP131	9606.ENSP00000269392	GO Process	GO:0060341	Regulation of cellular localization
CEP131	9606.ENSP00000269392	GO Process	GO:0065007	Biological regulation
CEP131	9606.ENSP00000269392	GO Process	GO:0070201	Regulation of establishment of protein localization
CEP131	9606.ENSP00000269392	GO Process	GO:0070727	Cellular macromolecule localization
CEP131	9606.ENSP00000269392	GO Process	GO:0070925	Organelle assembly
CEP131	9606.ENSP00000269392	GO Process	GO:0071539	Protein localization to centrosome
CEP131	9606.ENSP00000269392	GO Process	GO:0071702	Organic substance transport
CEP131	9606.ENSP00000269392	GO Process	GO:0071705	Nitrogen compound transport
CEP131	9606.ENSP00000269392	GO Process	GO:0071840	Cellular component organization or biogenesis
CEP131	9606.ENSP00000269392	GO Process	GO:0072698	Protein localization to microtubule cytoskeleton
CEP131	9606.ENSP00000269392	GO Process	GO:0090316	Positive regulation of intracellular protein transport
CEP131	9606.ENSP00000269392	GO Process	GO:0097722	Sperm motility
CEP131	9606.ENSP00000269392	GO Process	GO:0098840	Protein transport along microtubule
CEP131	9606.ENSP00000269392	GO Process	GO:0099111	Microtubule-based transport
CEP131	9606.ENSP00000269392	GO Process	GO:0099118	Microtubule-based protein transport
CEP131	9606.ENSP00000269392	GO Process	GO:0120031	Plasma membrane bounded cell projection assembly
CEP131	9606.ENSP00000269392	GO Process	GO:0120036	Plasma membrane bounded cell projection organization
CEP131	9606.ENSP00000269392	GO Process	GO:0120316	Sperm flagellum assembly
CEP131	9606.ENSP00000269392	GO Process	GO:1903829	Positive regulation of protein localization
CEP131	9606.ENSP00000269392	GO Process	GO:1904951	Positive regulation of establishment of protein localization
CEP131	9606.ENSP00000269392	GO Process	GO:1905198	Manchette assembly
CEP131	9606.ENSP00000269392	GO Process	GO:1905508	Protein localization to microtubule organizing center
CEP131	9606.ENSP00000269392	GO Process	GO:1905515	Non-motile cilium assembly
CEP131	9606.ENSP00000269392	GO Process	GO:1990953	Intramanchette transport
CEP131	9606.ENSP00000269392	GO Function	GO:0005488	Binding
CEP131	9606.ENSP00000269392	GO Function	GO:0005515	Protein binding
CEP131	9606.ENSP00000269392	GO Function	GO:0042802	Identical protein binding
CEP131	9606.ENSP00000269392	GO Function	GO:0042803	Protein homodimerization activity
CEP131	9606.ENSP00000269392	GO Function	GO:0044877	Protein-containing complex binding
CEP131	9606.ENSP00000269392	GO Function	GO:0046983	Protein dimerization activity
CEP131	9606.ENSP00000269392	GO Component	GO:0001669	Acrosomal vesicle
CEP131	9606.ENSP00000269392	GO Component	GO:0002177	Manchette
CEP131	9606.ENSP00000269392	GO Component	GO:0005576	Extracellular region
CEP131	9606.ENSP00000269392	GO Component	GO:0005622	Intracellular anatomical structure
CEP131	9606.ENSP00000269392	GO Component	GO:0005737	Cytoplasm
CEP131	9606.ENSP00000269392	GO Component	GO:0005813	Centrosome
CEP131	9606.ENSP00000269392	GO Component	GO:0005814	Centriole
CEP131	9606.ENSP00000269392	GO Component	GO:0005815	Microtubule organizing center
CEP131	9606.ENSP00000269392	GO Component	GO:0005829	Cytosol
CEP131	9606.ENSP00000269392	GO Component	GO:0005856	Cytoskeleton
CEP131	9606.ENSP00000269392	GO Component	GO:0005929	Cilium
CEP131	9606.ENSP00000269392	GO Component	GO:0012505	Endomembrane system
CEP131	9606.ENSP00000269392	GO Component	GO:0015630	Microtubule cytoskeleton
CEP131	9606.ENSP00000269392	GO Component	GO:0030141	Secretory granule
CEP131	9606.ENSP00000269392	GO Component	GO:0031410	Cytoplasmic vesicle
CEP131	9606.ENSP00000269392	GO Component	GO:0031982	Vesicle
CEP131	9606.ENSP00000269392	GO Component	GO:0034451	Centriolar satellite
CEP131	9606.ENSP00000269392	GO Component	GO:0035869	Ciliary transition zone
CEP131	9606.ENSP00000269392	GO Component	GO:0036064	Ciliary basal body
CEP131	9606.ENSP00000269392	GO Component	GO:0042995	Cell projection
CEP131	9606.ENSP00000269392	GO Component	GO:0043226	Organelle
CEP131	9606.ENSP00000269392	GO Component	GO:0043227	Membrane-bounded organelle
CEP131	9606.ENSP00000269392	GO Component	GO:0043228	Non-membrane-bounded organelle
CEP131	9606.ENSP00000269392	GO Component	GO:0043229	Intracellular organelle
CEP131	9606.ENSP00000269392	GO Component	GO:0043231	Intracellular membrane-bounded organelle
CEP131	9606.ENSP00000269392	GO Component	GO:0043232	Intracellular non-membrane-bounded organelle
CEP131	9606.ENSP00000269392	GO Component	GO:0045171	Intercellular bridge
CEP131	9606.ENSP00000269392	GO Component	GO:0097708	Intracellular vesicle
CEP131	9606.ENSP00000269392	GO Component	GO:0099503	Secretory vesicle
CEP131	9606.ENSP00000269392	GO Component	GO:0110165	Cellular anatomical entity
CEP131	9606.ENSP00000269392	GO Component	GO:0120025	Plasma membrane bounded cell projection
CEP131	9606.ENSP00000269392	GO Component	GO:0120212	Sperm head-tail coupling apparatus
CEP131	9606.ENSP00000269392	STRING clusters	CL:25990	Centrosome maturation, and Centriole
CEP131	9606.ENSP00000269392	STRING clusters	CL:25991	Centrosome maturation, and Centriole
CEP131	9606.ENSP00000269392	STRING clusters	CL:25992	Mixed, incl. Centrosome cycle, and Centriolar subdistal appendage
CEP131	9606.ENSP00000269392	STRING clusters	CL:25993	Anchoring of the basal body to the plasma membrane, and Centriolar subdistal appendage
